time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-09-09T09:01:03.990Z,-8.586,118.306,159.56,4.1,mb,,128,3.827,1.45,us,usb000sami,2014-12-05T23:36:40.040Z,"18 km WSW of Dompu, Indonesia",earthquake,8.7,3.9,0.185,9,reviewed,us,us
2014-09-02T05:48:49.420Z,-8.6282,118.3591,134.79,4.3,mb,,76,3.835,1.1,us,usc000s8vg,2014-11-29T00:09:24.000Z,"15 km SW of Dompu, Indonesia",earthquake,4.2,8.9,0.217,8,reviewed,us,us
2014-09-02T03:28:24.410Z,-10.3009,118.3475,33.6,4.1,mb,,96,4.179,0.68,us,usb000sbqu,2014-11-29T00:09:24.000Z,"195 km S of Dompu, Indonesia",earthquake,8.3,3.4,0.197,9,reviewed,us,us
2014-08-31T23:37:09.470Z,-9.8087,119.1291,37.86,4.6,mb,,70,3.282,1.04,us,usc000s8lk,2014-11-29T00:09:23.000Z,"125 km W of Waingapu, Indonesia",earthquake,5.4,7.4,0.076,57,reviewed,us,us
2014-08-31T01:16:20.560Z,-10.9667,123.9602,40.74,4.3,mb,,156,0.809,0.61,us,usb000sbcj,2014-11-29T00:09:22.000Z,"96 km SSE of Kupang, Indonesia",earthquake,7.9,10.9,0.533,3,reviewed,us,us
2014-08-26T12:14:56.590Z,-8.6907,124.2559,86.3,4.8,mb,,62,1.057,1.27,us,usb000s696,2014-11-22T02:06:37.000Z,"58 km NNW of Pante Makasar, Timor Leste",earthquake,5.1,4.5,0.069,67,reviewed,us,us
2014-08-25T07:41:37.360Z,-8.1013,122.546,194.71,4.1,mb,,137,0.612,1.07,us,usb000s9qd,2014-11-22T02:06:35.000Z,"68 km NNE of Maumere, Indonesia",earthquake,14,8.3,0.175,9,reviewed,us,us
2014-08-15T16:43:06.970Z,-8.9626,123.4689,109.83,4.1,mb,,90,1.114,1.4,us,usc000s7dh,2014-11-15T04:07:09.000Z,"77 km NNW of Naisano Dua, Indonesia",earthquake,,6.1,0.135,18,reviewed,us,us
2014-08-15T12:04:36.470Z,-10.1914,123.9672,62.43,4.2,mb,,77,0.299,1.29,us,usc000s7d9,2014-11-15T04:07:09.000Z,"39 km E of Kupang, Indonesia",earthquake,,9.3,0.186,9,reviewed,us,us
2014-08-10T21:14:50.510Z,-9.5173,124.1539,105.31,4.3,mb,,140,0.838,0.42,us,usb000s508,2014-11-07T21:47:38.000Z,"36 km WSW of Kefamenanu, Indonesia",earthquake,,8.9,0.153,12,reviewed,us,us
2014-08-10T16:19:17.050Z,-9.8645,119.7911,57.37,4.1,mb,,81,2.706,0.8,us,usb000s503,2014-11-07T21:47:38.000Z,"56 km WSW of Waingapu, Indonesia",earthquake,,15.7,0.302,4,reviewed,us,us
2014-08-09T15:16:19.390Z,-10.1061,124.9298,35,4.6,mb,,58,0.74,1.33,us,usb000s1km,2014-11-07T21:47:37.000Z,"75 km ESE of Soe, Indonesia",earthquake,,1.9,0.109,27,reviewed,us,us
2014-08-03T12:02:15.170Z,-8.2469,119.6153,178.91,4.1,mb,,117,2.622,0.96,us,usb000s2w8,2014-10-29T19:52:58.000Z,"40 km NNE of Komodo, Indonesia",earthquake,,7.1,0.197,7,reviewed,us,us
2014-07-31T13:05:11.780Z,-8.063,122.7864,207.32,4.4,mb,,44,0.786,1.35,us,usb000ryua,2014-10-29T19:52:52.000Z,"88 km NE of Maumere, Indonesia",earthquake,,5.6,0.109,24,reviewed,us,us
2014-07-30T16:07:23.600Z,-8.0661,119.9626,200.05,4.6,mb,,162,2.321,0.5,us,usb000s1u9,2014-10-29T19:52:50.000Z,"48 km N of Labuan Bajo, Indonesia",earthquake,,9.4,0.245,9,reviewed,us,us
2014-07-30T15:50:51.520Z,-8.3696,120.769,184.52,4.3,mb,,84,1.476,0.66,us,usb000s1u8,2014-10-29T19:52:50.000Z,"42 km NE of Ruteng, Indonesia",earthquake,,9.6,0.177,9,reviewed,us,us
2014-07-29T15:53:11.660Z,-9.3709,118.9674,84.27,4.1,mb,,102,3.312,0.61,us,usb000s1e7,2014-10-25T01:49:43.000Z,"103 km SSW of Komodo, Indonesia",earthquake,,12.3,0.261,4,reviewed,us,us
2014-07-29T06:07:09.710Z,-8.6285,124.9501,75.52,4.2,mb,,199,1.307,1.23,us,usb000s1eq,2014-10-25T01:49:42.000Z,"28 km W of Maubara, Timor Leste",earthquake,,23.8,0.529,2,reviewed,us,us
2014-07-27T23:35:06.640Z,-10.0422,119.9258,54.48,4.2,mb,,78,2.675,0.96,us,usb000rxtl,2014-10-25T01:49:40.000Z,"56 km SW of Waingapu, Indonesia",earthquake,,8.2,0.121,21,reviewed,us,us
2014-07-25T03:12:20.480Z,-9.1006,124.2317,68.17,4.1,mb,,112,0.651,1.26,us,usb000s0br,2014-10-25T01:49:35.000Z,"19 km WNW of Pante Makasar, Timor Leste",earthquake,,6.9,0.233,7,reviewed,us,us
2014-07-23T13:17:34.630Z,-8.1432,124.0003,157.31,4.2,mb,,159,1.623,1.24,us,usb000rzsq,2014-10-25T01:49:33.000Z,"124 km NNW of Pante Makasar, Timor Leste",earthquake,,13.8,0.236,6,reviewed,us,us
2014-07-16T23:39:09.040Z,-9.0533,124.1269,100.34,4.3,mb,,105,0.711,1.08,us,usb000rtjt,2014-10-17T21:12:06.000Z,"32 km WNW of Pante Makasar, Timor Leste",earthquake,,5.3,0.201,7,reviewed,us,us
2014-07-15T15:01:40.650Z,-8.2583,120.1332,164.69,4.3,mb,,92,2.115,0.52,us,usb000rx49,2014-10-10T08:02:20.000Z,"37 km NE of Labuan Bajo, Indonesia",earthquake,,10,0.169,13,reviewed,us,us
2014-07-13T00:29:28.710Z,-9.2902,119.4978,46.83,4.4,mb,,78,4.205,1.08,us,usb000rwks,2014-10-10T08:02:15.000Z,"77 km S of Komodo, Indonesia",earthquake,,9.5,0.203,7,reviewed,us,us
2014-07-09T23:17:35.080Z,-9.581,124.8872,31.05,4.1,mb,,119,0.635,0.71,us,usb000rucw,2014-10-10T08:02:10.000Z,"47 km ESE of Kefamenanu, Indonesia",earthquake,,6.7,0.197,7,reviewed,us,us
2014-07-09T02:10:47.010Z,-10.4908,124.6261,57.82,4,mb,,114,0.811,0.93,us,usb000rubz,2014-10-10T08:02:09.000Z,"79 km SSE of Soe, Indonesia",earthquake,,9.7,0.212,6,reviewed,us,us
2014-07-03T08:16:20.750Z,-10.8466,123.96,10,4.6,mb,,86,0.699,1.22,us,usc000rpvs,2014-10-04T19:59:52.000Z,"84 km SSE of Kupang, Indonesia",earthquake,,1.9,0.182,10,reviewed,us,us
2014-06-29T21:42:34.050Z,-8.6307,118.3608,131.87,4.1,mb,,80,3.849,0.81,us,usb000rvpy,2014-09-26T11:49:48.000Z,"Sumbawa region, Indonesia",earthquake,,6.1,0.262,5,reviewed,us,us
2014-06-26T00:12:23.610Z,-9.6365,118.1543,73.11,5.1,mb,,33,4.119,0.92,us,usc000rm61,2014-09-26T11:49:37.000Z,"126 km SSW of Dompu, Indonesia",earthquake,,4.6,0.059,98,reviewed,us,us
2014-06-24T14:55:59.180Z,-10.6466,120.3042,46.23,4,mb,,80,2.761,0.98,us,usb000rw0g,2014-09-19T17:22:36.000Z,"109 km S of Waingapu, Indonesia",earthquake,,11.5,0.212,8,reviewed,us,us
2014-06-24T13:17:04.890Z,-10.6634,120.3213,54.52,4,mb,,118,2.762,0.93,us,usb000rw0p,2014-09-19T17:22:37.000Z,"111 km S of Waingapu, Indonesia",earthquake,,10.6,0.212,8,reviewed,us,us
2014-06-23T22:27:04.090Z,-10.8329,120.2175,35,4.3,mb,,99,3.445,1.06,us,usb000rvh2,2014-09-19T17:22:23.000Z,"130 km S of Waingapu, Indonesia",earthquake,,2,0.266,5,reviewed,us,us
2014-06-23T22:23:47.140Z,-10.6334,120.267,35,4.6,mb,,78,3.367,1.16,us,usb000rvhv,2014-09-19T17:22:25.000Z,"108 km S of Waingapu, Indonesia",earthquake,,2,0.173,12,reviewed,us,us
2014-06-23T22:22:04.180Z,-10.7172,120.273,35,4.4,mb,,80,3.373,0.92,us,usb000rvh3,2014-09-19T17:22:23.000Z,"117 km S of Waingapu, Indonesia",earthquake,,2,0.239,6,reviewed,us,us
2014-06-23T21:44:12.080Z,-10.7137,120.2965,35,4.3,mb,,80,3.349,1.23,us,usb000rvh0,2014-09-19T17:22:22.000Z,"116 km S of Waingapu, Indonesia",earthquake,,2,0.148,14,reviewed,us,us
2014-06-23T19:24:23.430Z,-10.82,120.2554,53.34,4,mb,,211,2.92,0.63,us,usb000rvgg,2014-09-19T17:22:20.000Z,"128 km S of Waingapu, Indonesia",earthquake,,11.9,0.26,5,reviewed,us,us
2014-06-23T13:52:28.690Z,-10.7493,120.2224,43.53,4.6,mb,,120,2.891,0.61,us,usb000rvg3,2014-09-19T17:22:19.000Z,"120 km S of Waingapu, Indonesia",earthquake,,8.6,0.194,11,reviewed,us,us
2014-06-22T16:05:51.250Z,-10.7381,120.2105,56.02,4,mb,,81,3.436,1.2,us,usb000rrv2,2014-09-19T17:22:15.000Z,"119 km S of Waingapu, Indonesia",earthquake,,8.8,0.196,9,reviewed,us,us
2014-06-22T15:22:06.760Z,-10.7856,120.2281,48.17,4.1,mb,,104,2.913,0.55,us,usb000rrv0,2014-09-19T17:22:15.000Z,"125 km S of Waingapu, Indonesia",earthquake,,11.1,0.234,8,reviewed,us,us
2014-06-22T15:03:45.510Z,-10.1949,120.8488,36.97,4,mb,,173,5.26,1,us,usb000rrvv,2014-09-19T17:22:18.000Z,"87 km SE of Waingapu, Indonesia",earthquake,,7.3,0.212,8,reviewed,us,us
2014-06-22T15:02:43.620Z,-10.6404,120.4598,54.17,4,mb,,136,2.653,0.67,us,usb000rrvw,2014-09-19T17:22:18.000Z,"110 km S of Waingapu, Indonesia",earthquake,,11.6,0.299,5,reviewed,us,us
2014-06-22T14:37:27.500Z,-10.776,120.3204,51.68,4.2,mb,,187,2.845,1,us,usb000rruz,2014-09-19T17:22:15.000Z,"123 km S of Waingapu, Indonesia",earthquake,,9.4,0.263,6,reviewed,us,us
2014-06-22T14:29:35.230Z,-10.6535,120.2617,44.63,4.5,mb,,78,2.795,0.94,us,usc000rk15,2014-09-19T17:23:09.000Z,"110 km S of Waingapu, Indonesia",earthquake,,8.2,0.131,24,reviewed,us,us
2014-06-22T14:25:03.660Z,-10.8054,120.1894,52.06,4.2,mb,,106,2.953,1.2,us,usb000rrux,2014-09-19T17:22:15.000Z,"127 km S of Waingapu, Indonesia",earthquake,,9.6,0.215,9,reviewed,us,us
2014-06-22T14:16:08.120Z,-10.7179,120.3699,51.34,4.2,mb,,118,2.769,0.92,us,usb000rrvs,2014-09-19T17:22:17.000Z,"117 km S of Waingapu, Indonesia",earthquake,,11.4,0.304,5,reviewed,us,us
2014-06-22T14:15:43.010Z,-10.7568,120.1405,44.09,4.3,mb,,104,2.952,1.45,us,usb000rrva,2014-09-19T17:22:16.000Z,"122 km S of Waingapu, Indonesia",earthquake,,10.8,0.238,8,reviewed,us,us
2014-06-22T14:05:48.090Z,-10.4464,120.2941,54.55,4.4,mb,,229,2.629,0.8,us,usb000rruu,2014-09-19T17:22:14.000Z,"87 km S of Waingapu, Indonesia",earthquake,,12.7,0.378,3,reviewed,us,us
2014-06-22T14:01:54.550Z,-10.6848,120.2427,57.29,4.4,mb,,78,2.83,1.02,us,usb000rrvt,2014-09-19T17:22:17.000Z,"113 km S of Waingapu, Indonesia",earthquake,,10,0.379,6,reviewed,us,us
2014-06-22T13:54:10.090Z,-10.7017,120.2748,47.07,4.1,mb,,84,2.821,1.1,us,usb000rrvx,2014-09-19T17:22:18.000Z,"115 km S of Waingapu, Indonesia",earthquake,,10.2,0.198,9,reviewed,us,us
2014-06-22T13:51:54.580Z,-10.705,120.3503,59.28,4.2,mb,,98,2.773,0.75,us,usb000rrvu,2014-09-19T17:22:17.000Z,"116 km S of Waingapu, Indonesia",earthquake,,10.7,0.305,6,reviewed,us,us
2014-06-22T13:44:36.030Z,-10.5028,120.3642,37.27,4.6,mb,,80,2.618,1.06,us,usc000rk0m,2014-09-19T17:23:09.000Z,"94 km S of Waingapu, Indonesia",earthquake,,6.6,0.102,32,reviewed,us,us
2014-06-22T13:33:50.500Z,-10.6658,120.3209,44.08,4.5,mb,,74,3.319,0.58,us,usb000rrv9,2014-09-19T17:22:16.000Z,"111 km S of Waingapu, Indonesia",earthquake,,8,0.131,20,reviewed,us,us
2014-06-22T13:30:24.240Z,-10.4281,120.6309,51.24,4.6,mb,,91,2.384,0.64,us,usb000rrvl,2014-09-19T17:22:17.000Z,"94 km SSE of Waingapu, Indonesia",earthquake,,9.5,0.122,24,reviewed,us,us
2014-06-22T13:29:44.960Z,-10.4981,120.3658,44.35,4.6,mb,,90,2.613,0.86,us,usc000rk0g,2014-09-19T17:23:09.000Z,"93 km S of Waingapu, Indonesia",earthquake,,6.9,0.087,44,reviewed,us,us
2014-06-22T13:17:07.690Z,-10.7086,120.3108,49.84,4.3,mb,,78,2.802,1.18,us,usb000rrvy,2014-09-19T17:22:18.000Z,"116 km S of Waingapu, Indonesia",earthquake,,10.2,0.239,6,reviewed,us,us
2014-06-22T12:36:49.630Z,-10.6341,120.2934,27.31,4,mb,,84,2.76,0.95,us,usb000rruq,2014-09-19T17:22:14.000Z,"108 km S of Waingapu, Indonesia",earthquake,,6.2,0.183,10,reviewed,us,us
2014-06-22T12:23:32.430Z,-10.6687,120.2812,44.57,4.1,mb,,84,2.793,0.49,us,usb000rrv1,2014-09-19T17:22:15.000Z,"111 km S of Waingapu, Indonesia",earthquake,,12.3,0.522,2,reviewed,us,us
2014-06-22T07:17:31.600Z,-10.6424,120.2708,46.18,4.2,mb,,84,2.781,0.84,us,usb000rrvq,2014-09-19T17:22:17.000Z,"109 km S of Waingapu, Indonesia",earthquake,,10.6,0.529,5,reviewed,us,us
2014-06-22T07:11:02.930Z,-10.6179,120.3201,48.67,4.6,mb,,80,2.73,1.31,us,usc000rjyb,2014-09-19T17:23:07.000Z,"106 km S of Waingapu, Indonesia",earthquake,,9.2,0.145,18,reviewed,us,us
2014-06-22T07:08:33.430Z,-10.6881,120.3083,44.95,4.1,mb,,84,2.788,1.02,us,usb000rruh,2014-09-19T17:22:13.000Z,"114 km S of Waingapu, Indonesia",earthquake,,10.6,0.262,6,reviewed,us,us
2014-06-22T06:42:52.840Z,-10.8119,120.4249,54.01,4,mb,,144,2.805,0.91,us,usb000rrun,2014-09-19T17:22:14.000Z,"Sumba region, Indonesia",earthquake,,11.9,0.365,3,reviewed,us,us
2014-06-22T05:35:03.270Z,-10.6501,120.3206,47.78,4.2,mb,,78,2.753,0.99,us,usc000rjx9,2014-09-19T17:23:05.000Z,"110 km S of Waingapu, Indonesia",earthquake,,7.9,0.131,18,reviewed,us,us
2014-06-20T21:22:46.480Z,-9.4655,120.0909,129.73,4.1,mb,,75,2.274,1.41,us,usb000rru6,2014-09-19T17:22:12.000Z,"28 km NW of Waingapu, Indonesia",earthquake,,12.5,0.158,12,reviewed,us,us
2014-06-17T11:17:31.330Z,-8.5024,123.8038,117.7,4.3,mb,,65,1.326,1.39,us,usc000rmum,2014-09-12T15:48:07.000Z,"100 km NW of Pante Makasar, Timor Leste",earthquake,,9.3,0.148,14,reviewed,us,us
2014-06-16T06:02:02.440Z,-10.0905,118.7882,47.29,4.2,mb,,90,3.698,1.46,us,usc000rmrx,2014-09-12T15:48:03.000Z,"168 km WSW of Waingapu, Indonesia",earthquake,,3.2,0.176,9,reviewed,us,us
2014-06-15T10:15:26.610Z,-8.6275,118.4045,120.82,4.2,mb,,154,3.79,0.85,us,usc000rmqm,2014-09-12T15:48:02.000Z,"11 km SSW of Dompu, Indonesia",earthquake,,12,0.141,15,reviewed,us,us
2014-06-09T16:19:37.150Z,-9.3715,120.1299,92.48,4.2,mb,,128,2.206,0.81,us,usc000rn1t,2014-08-30T17:03:01.000Z,"34 km NNW of Waingapu, Indonesia",earthquake,,11.8,0.216,6,reviewed,us,us
2014-06-04T22:40:48.880Z,-8.4534,119.6185,174.72,4.1,mb,,92,2.596,1.22,us,usc000rmxz,2014-08-30T17:02:54.000Z,"20 km NE of Komodo, Indonesia",earthquake,,4.2,0.262,4,reviewed,us,us
2014-06-02T19:22:57.090Z,-9.2254,123.7444,96.99,4.3,mb,,91,0.737,0.39,us,usc000ra6h,2014-08-26T01:21:10.000Z,"41 km N of Naisano Dua, Indonesia",earthquake,,7.6,0.111,23,reviewed,us,us
2014-05-30T04:04:16.580Z,-8.1594,119.1741,17.25,4,mb,,118,3.067,1.13,us,usc000rgsk,2014-08-26T01:21:04.000Z,"59 km NW of Komodo, Indonesia",earthquake,,8,0.259,4,reviewed,us,us
2014-05-30T03:05:19.970Z,-8.0801,119.1969,44.88,4.2,mb,,117,3.059,0.98,us,usc000rgqq,2014-08-26T01:21:03.000Z,"65 km NNW of Komodo, Indonesia",earthquake,,9,0.199,7,reviewed,us,us
2014-05-30T00:56:19.470Z,-8.3109,119.488,170.59,5.2,mb,,21,2.739,1.25,us,usc000r8x9,2014-08-26T01:21:03.000Z,"30 km N of Komodo, Indonesia",earthquake,,4.5,0.052,124,reviewed,us,us
2014-05-30T00:51:43.110Z,-8.1476,119.1404,40.24,4.1,mb,,84,3.102,1.17,us,usc000rgqm,2014-08-26T01:21:03.000Z,"57 km NE of Bima, Indonesia",earthquake,,11.6,0.145,13,reviewed,us,us
2014-05-27T11:59:14.450Z,-8.0174,122.233,226.02,4.8,mb,,34,0.614,1,us,usb000r569,2014-08-23T08:36:51.000Z,"66 km N of Maumere, Indonesia",earthquake,,4.1,0.06,87,reviewed,us,us
2014-05-25T06:45:16.590Z,-9.1889,122.744,91.42,4,mb,,112,0.743,1.17,us,usc000regb,2014-08-23T08:36:46.000Z,"85 km SE of Maumere, Indonesia",earthquake,,7.5,0.157,11,reviewed,us,us
2014-05-20T12:14:42.510Z,-9.4502,120.3918,85.29,4.3,mb,,74,1.994,1.09,us,usb000qwai,2014-08-09T02:53:51.000Z,"26 km NNE of Waingapu, Indonesia",earthquake,,4.6,0.119,20,reviewed,us,us
2014-05-14T18:55:53.580Z,-11.719,124.0492,44.48,4.1,mb,,125,1.55,0.36,us,usc000radf,2014-08-09T02:53:42.000Z,"177 km SSE of Kupang, Indonesia",earthquake,,9,0.37,3,reviewed,us,us
2014-05-14T07:43:50.610Z,-8.1596,122.6935,195.2,4.4,mb,,107,0.653,0.59,us,usc000radq,2014-08-09T02:53:41.000Z,"73 km NE of Maumere, Indonesia",earthquake,,9.8,0.17,11,reviewed,us,us
2014-05-09T20:56:09.330Z,-10.533,123.8019,19.37,4.3,mb,,114,0.351,1.32,us,usb000r6jx,2014-08-06T00:55:28.000Z,"45 km SSE of Kupang, Indonesia",earthquake,,6.6,0.308,3,reviewed,us,us
2014-05-08T22:21:23.860Z,-10.6323,123.6301,27.47,4.4,mb,,66,0.424,1.48,us,usb000r6gk,2014-08-06T00:55:27.000Z,"51 km S of Kupang, Indonesia",earthquake,,7.4,0.169,10,reviewed,us,us
2014-05-04T07:09:18.440Z,-8.1407,123.918,172.41,4.4,mb,,42,1.64,0.92,us,usb000r15u,2014-07-27T21:51:20.000Z,"127 km NNW of Pante Makasar, Timor Leste",earthquake,,4.4,0.135,18,reviewed,us,us
2014-04-30T18:57:00.380Z,-8.2353,123.9114,169.42,4.2,mb,,162,1.55,0.23,us,usb000qwic,2014-07-27T21:51:14.000Z,"118 km NNW of Pante Makasar, Timor Leste",earthquake,,15.5,0.167,11,reviewed,us,us
2014-04-30T01:20:54.130Z,-9.3556,119.9752,71.61,4.5,mb,,46,2.346,0.63,us,usb000q4re,2014-07-27T21:51:12.000Z,"45 km NW of Waingapu, Indonesia",earthquake,,5.4,0.108,28,reviewed,us,us
2014-04-27T15:49:05.040Z,-11.172,121.7333,10.03,4.3,mb,,120,2.568,0.86,us,usb000qr1m,2014-07-14T20:11:20.000Z,"232 km SE of Waingapu, Indonesia",earthquake,,6,0.266,6,reviewed,us,us
2014-04-27T04:15:16.980Z,-10.0449,119.0972,51.96,4.2,mb,,145,3.4,0.5,us,usb000q10u,2014-07-14T20:11:20.000Z,"135 km WSW of Waingapu, Indonesia",earthquake,,7.2,0.265,6,reviewed,us,us
2014-04-26T17:25:34.690Z,-9.9535,120.8086,71.91,4,mb,,76,1.924,1.42,us,usb000qqym,2014-07-14T20:11:19.000Z,"Sumba region, Indonesia",earthquake,,12.5,0.163,10,reviewed,us,us
2014-04-23T03:57:17.670Z,-8.1439,122.6098,213.42,4.4,mb,,54,0.611,0.77,us,usb000pvdx,2014-07-14T20:11:11.000Z,"68 km NE of Maumere, Indonesia",earthquake,,6.7,0.179,9,reviewed,us,us
2014-04-16T04:11:12.120Z,-9.3394,118.5352,89.43,4.4,mb,,92,3.723,0.88,us,usb000pm3v,2014-07-04T01:33:05.000Z,"89 km S of Dompu, Indonesia",earthquake,,6.9,0.134,18,reviewed,us,us
2014-04-06T07:18:24.350Z,-8.4835,119.7605,167.87,4,mb,,119,2.454,0.41,us,usb000ptly,2014-06-11T06:06:10.000Z,"14 km W of Labuan Bajo, Indonesia",earthquake,,16.4,0.232,5,reviewed,us,us
2014-03-31T15:24:37.220Z,-8.1613,118.1153,206.02,4.5,mb,,64,3.523,1.08,us,usc000nxl5,2014-05-29T23:32:10.000Z,"56 km NW of Dompu, Indonesia",earthquake,,5.5,0.096,34,reviewed,us,us
2014-03-22T13:57:21.290Z,-9.9161,123.9172,61.86,4.5,mb,,77,0.38,1,us,usc000nl1x,2014-05-24T00:54:40.000Z,"38 km SSE of Naisano Dua, Indonesia",earthquake,,5.4,0.15,14,reviewed,us,us
2014-03-20T22:35:22.540Z,-11.3903,118.1656,36.85,4,mb,,75,4.855,0.82,us,usc000nusl,2014-05-24T00:54:36.000Z,"299 km SW of Waingapu, Indonesia",earthquake,,9.8,0.143,15,reviewed,us,us
2014-03-09T11:49:07.770Z,-11.4373,119.0839,21.29,4.7,mb,,49,4.17,1.12,us,usc000n5v2,2014-05-15T02:23:52.000Z,"235 km SSW of Waingapu, Indonesia",earthquake,,3.9,0.115,26,reviewed,us,us
2014-03-08T23:42:47.010Z,-10.1577,118.8848,75,4.1,mb,,90,3.637,1.19,us,usc000nnpv,2014-05-15T02:23:47.000Z,"161 km WSW of Waingapu, Indonesia",earthquake,,10,0.157,13,reviewed,us,us
2014-02-27T21:33:03.040Z,-8.2033,124.1112,185.51,4,mb,,88,1.549,1.29,us,usc000n51d,2014-05-13T21:36:44.000Z,"114 km NNW of Pante Makasar, Timor Leste",earthquake,,10.3,0.196,7,reviewed,us,us
2014-02-10T19:08:07.650Z,-8.0376,124.9538,35,4.2,mb,,114,1.836,1.26,us,usc000mxsb,2014-04-22T18:30:12.000Z,"69 km NNW of Maubara, Timor Leste",earthquake,,2,0.304,4,reviewed,us,us
2014-02-10T18:06:17.930Z,-8.2076,124.5284,18.6,5.5,mwb,,40,1.559,0.94,us,usc000mmb5,2022-05-03T16:41:41.938Z,"87 km WNW of Maubara, Timor Leste",earthquake,,2.4,0.052,35,reviewed,us,us
2014-02-09T16:10:21.300Z,-8.0312,118.01,216.4,4.3,mb,,119,3.46,0.31,us,usc000mvkw,2014-04-22T18:30:11.000Z,"71 km NE of Pototano, Indonesia",earthquake,,8.4,0.178,11,reviewed,us,us
2014-02-08T20:53:31.520Z,-8.8893,120.3667,123.53,4.4,mb,,78,3.897,1.41,us,usc000mvjf,2014-04-22T18:30:09.000Z,"32 km SSW of Ruteng, Indonesia",earthquake,,9.1,0.117,23,reviewed,us,us
2014-02-07T22:31:06.970Z,-9.4612,124.7911,79.07,4.3,mb,,66,0.593,0.97,us,usc000mvgg,2014-04-22T18:30:08.000Z,"34 km E of Kefamenanu, Indonesia",earthquake,,8.9,0.266,5,reviewed,us,us
2014-02-07T14:06:18.060Z,-9.2386,122.5176,82.96,4.6,mb,,78,1.8,1.47,us,usc000mk4e,2014-04-22T18:30:08.000Z,"76 km SSE of Maumere, Indonesia",earthquake,,7.3,0.099,32,reviewed,us,us
2014-02-06T20:56:45.630Z,-9.1537,121.2793,116.9,4.7,mb,,49,3.007,0.94,us,usc000mjip,2014-04-22T18:30:07.000Z,"54 km SW of Ende, Indonesia",earthquake,,5.1,0.085,45,reviewed,us,us
2014-02-06T03:07:26.780Z,-8.3438,124.1114,205.46,4.1,mb,,138,1.41,0.72,us,usc000mvd0,2014-04-22T18:30:06.000Z,"99 km NNW of Pante Makasar, Timor Leste",earthquake,,9.5,0.214,7,reviewed,us,us
2014-02-05T20:20:48.800Z,-9.8134,119.6391,36.84,4.2,mb,,138,4.562,1.24,us,usc000mvbe,2014-04-22T18:30:06.000Z,"70 km WSW of Waingapu, Indonesia",earthquake,,9.8,0.264,6,reviewed,us,us
2014-02-01T23:53:26.390Z,-9.3071,123.4894,150.16,4,mb,,108,0.887,1.27,us,usc000mqnr,2014-04-08T01:43:21.000Z,"44 km NW of Naisano Dua, Indonesia",earthquake,,6.3,0.149,13,reviewed,us,us
2014-01-31T07:05:24.460Z,-11.2569,118.2011,29.34,4.2,mb,,95,4.856,1.37,us,usc000mqky,2014-04-08T01:43:18.000Z,"286 km SW of Waingapu, Indonesia",earthquake,,3.9,0.159,12,reviewed,us,us
2014-01-27T05:58:59.250Z,-10.6569,119.6495,37.16,4,mb,,107,5.607,1.18,us,usc000mnwe,2014-03-27T18:15:44.000Z,"129 km SSW of Waingapu, Indonesia",earthquake,,11,0.299,4,reviewed,us,us
2014-01-26T14:03:49.660Z,-8.5043,122.0115,39.81,4.2,mb,,101,4.13,0.75,us,usc000mn0q,2014-03-27T18:15:42.000Z,"25 km WNW of Maumere, Indonesia",earthquake,,13.4,0.216,9,reviewed,us,us
2014-01-26T13:50:12.480Z,-8.8248,121.9647,85.1,4.2,mb,,118,2.453,1.19,us,usc000mn05,2014-03-27T18:15:42.000Z,"33 km E of Ende, Indonesia",earthquake,,8.6,0.199,9,reviewed,us,us
2014-01-24T15:38:59.670Z,-8.4591,122.7726,170.96,4,mb,,73,1.958,1.35,us,usc000mkak,2014-03-27T18:15:38.000Z,"64 km ENE of Maumere, Indonesia",earthquake,,7,0.196,9,reviewed,us,us
2014-01-24T13:37:53.840Z,-8.9093,124.667,122.49,3.9,mb,,112,0.928,1.35,us,usc000mkab,2014-03-27T18:15:38.000Z,"32 km NW of Atambua, Indonesia",earthquake,,10.3,0.256,5,reviewed,us,us
2014-01-17T01:56:34.200Z,-8.4652,123.8372,135.89,4.2,mb,,137,1.35,0.8,us,usc000meky,2014-03-22T00:05:18.000Z,"101 km NW of Pante Makasar, Timor Leste",earthquake,,7.6,0.372,5,reviewed,us,us
2014-01-15T20:52:29.620Z,-8.5171,119.3845,178.12,4.2,mb,,122,3.499,1.03,us,usc000meh9,2014-03-22T00:05:15.000Z,"14 km NW of Komodo, Indonesia",earthquake,,10,0.176,11,reviewed,us,us
2014-01-06T11:13:47.340Z,-10.3361,119.3189,48.02,4.1,mb,,84,3.338,0.7,us,usb000m64p,2014-03-07T00:26:00.000Z,"128 km SW of Waingapu, Indonesia",earthquake,,10.7,0.145,13,reviewed,us,us
2013-12-29T03:05:11.560Z,-8.2139,121.0083,49.48,4,mb,,165,1.286,0.56,us,usc000m098,2014-02-28T08:44:12.000Z,"74 km NE of Ruteng, Indonesia",earthquake,,11.4,0.258,,reviewed,us,us
2013-12-26T22:18:53.120Z,-10.5859,120.094,60.56,4.3,mb,,59,3.531,0.95,us,usc000lyq8,2014-02-28T08:44:09.000Z,"104 km S of Waingapu, Indonesia",earthquake,,8,0.099,,reviewed,us,us
